seq,otitle,odate,label,url
"749","iPhone傳推螢幕下指紋辨識 高通和GIS-KY吃補","2019/8/6 上午11:18","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d5bd0f51eb1e4dfa841e5c6040050c94"
"753","iPhone出貨中國減30%","2019/5/3 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=8d08592cd0fd4dc68c699a02fb6fba0c"
"774","iTunes退場 由3款獨立App取代","2019/6/4 上午7:14","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=16a57d766377479f8ba42cb2adc5dccd"
"812","Libra退燒...比特幣一周重摔逾3成","2019/7/18 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=577969f6c37a41bbb3dc55e1c7228cf1"
"933","Netflix加碼華語原創作品  重心移往台灣","2019/8/25 上午10:40","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=77772de46e9e4b0599fa76f910910e66"
"940","Note 10遲到 衝擊台系鏈","2019/7/17 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=f4fbf25e8d844855866866432c273000"
"968","PChome24h智慧機銷量 創新高","2019/2/26 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=ce1b84a65a6e433197ce059e0ba89f92"
"1100","TWS藍牙耳機當紅 出貨飆升","2019/6/24 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=dfba2cf0d30947c790c12800038bbca4"
"1136","WTO部分成員國商定  展開電子商務談判","2019/1/26 上午8:17","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=1138a61f35884566994ad18ca3992891"
"1137","WTO電商談判 陸決定加入","2019/1/27 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=f28cb68215484979a789917cd8bccc04"
"1153","YouTube改變推薦演算法","2019/1/27 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=cf5d2c7fe626498f9697a8631829f899"
"1301","三大礦機商赴港IPO恐全軍覆沒","2019/1/27 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=e269f4a7d1954aeeaa257639d0798e8e"
"1378","上海兆芯傳出貨 威盛業績吃補","2019/6/27 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=914fe52cb7e241a08816d2b48f14c7ea"
"1436","中俄跨境電商 業務爆量","2019/4/22 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=4135383b8c504f388027e32b421b04ab"
"1476","中國互聯網規模增長17.9%","2019/8/16 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=ef27edb835444306a03f51f93ab8d6dd"
"1479","中國大數據產業人才 佔比全球最高","2019/5/13 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=097a5ecf78bf40e899815a6c390b9ded"
"1759","中韓日台觀光客 超會花錢","2019/7/23 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=678439a311c7445faeeb1ee4475f00ac"
"1896","亞馬遜 在陸境內電商收攤","2019/4/19 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=959e53f564a3430e83d843f04acbc9ae"
"1912","亞馬遜品牌價值 全球最高","2019/6/12 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=571b5db0e538429aa78619e494007e00"
"1954","亞馬遜陸本土電商業務 喊停","2019/4/19 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=257dd6f353a14338af5fa247a1f795b4"
"1970","京元電Q2樂觀 衝刺5G業務","2019/5/21 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=ef169b40373a4084a50ff1d634266b29"
"2034","仁寶陳瑞聰：若美中談判不順 將啟動越南廠","2019/1/30 下午7:03","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=ae02cf305a104e24822d4b8ff9d74c93"
"2049","今年全台獨獲WWDC獎學金 黃浩然想當蘋果工程師","2019/6/3 下午1:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=6cddd3c504174219b209f5d2b7831b69"
"2065","代工廠應變 轉進東南亞","2019/6/3 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=c94f026636ff40b5aef2df0bf20376bb"
"2066","代工廠警戒 緯創衝擊大","2019/6/1 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=776e45fbc07c41eab2d635af6fad8613"
"2076","任正非:華為鴻蒙 有個大失誤","2019/7/8 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=3a989c758a074abfa634348fe8235ebc"
"2077","任正非預測：美將打擊華為物聯網","2019/7/6 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=388b7b0a022e446799dd9690ed757fc0"
"2078","任正非：5GSA華為領先全球","2019/7/27 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=e326b807d7264c74bc10ab37fb2d26ea"
"2079","任正非：物聯網...下個戰場","2019/7/5 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=1c26b50a39754f63ae210e9efcaf9bbb"
"2112","佩佩豬母公司 豪嫁孩之寶","2019/8/24 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=e53347228b474da2bf8797bbacc27e9e"
"2273","先衝流量 再挖商機","2019/4/28 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=ff72e0fd29904ebe8053c1c8298c15e6"
"2490","凱羿-KY微商行銷 攻陸報捷","2019/2/24 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=b9bfd26afeee437b82510741e772cb38"
"2501","出貨看旺 義隆業績拚季季高","2019/7/2 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=d46cff1657974e8ebd198bb147561350"
"2657","勝品私募案 8月1日拍板","2019/6/8 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d3a3df9e7ab94f08a7a7622ed9297545"
"2672","北京 陸網民人數突破8億 互聯網普及率逾59%","2019/3/1 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d7c06acb3de845a2ad91891a8cf08ad6"
"2709","區塊鏈智慧機 推出第一款","2019/9/6 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=3fd89d16cc7942d8b4af81f06ed98256"
"2827","印度Airbnb進軍美國","2019/7/7 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=73ec7cf688014f9a844f2deeb86f43e8"
"2831","印度廠是否外銷避貿易戰  緯創：鎖定內需市場","2019/6/12 下午3:41","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=5e9123c4905c43f7807e13768682820c"
"2850","去年家電網購 增速減 品質升","2019/2/26 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=462e9cf01546424da1bf1aba671f7c02"
"2886","反法國數位稅 亞馬遜出手反擊","2019/8/20 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=af9b9f8576524499a868e256e2cdae40"
"2887","反科技壟斷 美眾院再出招","2019/9/14 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=6f83d375337946a09a90fafcb10e172b"
"2888","反科技巨獸 華倫拋分拆計畫","2019/3/10 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=c6befb43f18f46589ded3031ccd1cd0d"
"2890","受貿易戰波及 我外銷訂單大衰退","2019/1/22 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=d098ef1c9c504e788d1baf4408e4aa50"
"3021","台商回流及轉單效應 7月出口僅微減0.5%","2019/8/7 下午6:56","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=93ed0d21c5cb4bcbb157a24766c7c5a5"
"3163","台灣列首波首賣國家","2019/9/11 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=9afc402db4c04b02af269ef2ec1e0f48"
"3358","台積18日法說 外資提五問","2019/7/5 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=a5a8717079e447f1920164d4bc849e56"
"3360","台積上調兩市場銷售預期","2019/4/19 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=2710507121224f3ab61647f719214e8f"
"3416","台積電第2季獲利季增8.7% 每股賺2.57元","2019/7/18 下午2:10","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=f0c200bd38e04b8ebdecbd31e62beb95"
"3437","台表科切入新思供應鏈","2019/1/23 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=2682d86330104806b302e0a3a6d2a0db"
"3478","台陸分工 添國際競爭優勢","2019/6/22 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=61221307e70848bfac99620aee5d6de0"
"3491","各國央行嚴審臉書數位幣","2019/9/16 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=121dfb0b46cc4adb9d89a259d3d6e2d8"
"3504","向上國際全力衝刺海外市場","2019/8/19 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=0ec64cc1fd4c4d1ebcaeebda2081da10"
"3560","售價比一比 美日比較便宜","2019/9/12 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=13ccc3597e844275b6883ebbf1d002e9"
"3636","因應美中貿易戰 環宇：兩岸均會布建新生產線","2019/8/28 下午5:17","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d70bddee37854429b71a3cc8a35625f7"
"3768","外商首家 英國電信獲陸牌照","2019/1/28 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=15e1b384d719422aa92272450b2c68c4"
"3784","外銷訂單連6黑 貿易戰為轉正添變數","2019/5/20 下午6:04","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d5bc4fe1a9154acaa55f07c525bb64d4"
"3809","大咖助陣 變身避險工具","2019/6/25 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=191295efcfb44107830313ce833712ec"
"3834","大立光11日法說 市場關注華為供應鏈行情","2019/7/7 下午2:59","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=91d3620bc7b34f0eb5c585b143d8f7ed"
"3886","大陸數位貨幣 傳雙11推出","2019/8/29 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=c4015b5028d94a2dad27ba5ee1178aca"
"3894","大陸經濟 最怕擋不住失業潮","2019/1/19 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=19699212ca054068a6549b393ce1b33d"
"3918","天貓618勢如破竹 破億俱樂部有6成國貨","2019/6/18 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=c4cf83cbb3b14a408064a0ffe21b53dd"
"4025","威脅華為 川普還能來軟的","2019/5/18 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=35113debcde442a9a86bcfef32e36eeb"
"4033","字節跳動 躍全球最大獨角獸","2019/5/13 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d7756674f49e43d0adfbd0a39129370b"
"4036","孫正義：安謀未終止與華為合作","2019/6/23 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=192cd0bcd3734c56bbf2d9d4bd3951e7"
"4169","宏碁跑第一 叫陣蘋果Mac","2019/7/18 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=ce33d78f89914d90841f3523fac5194a"
"4223","宏達電新VR 推升買氣","2019/7/24 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=1369e8b2349c4099a15f0ae5be923fc5"
"4371","專家:落地使用 三大挑戰","2019/8/29 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=dcc5b3509dff4fb69fe5496c86730f52"
"4394","小米上市周年 蒸發近2,000億港元","2019/7/8 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=b494f828b8384642853309aa6bc544c8"
"4405","小米廣告沾惹反送中 陸官媒：缺腦","2019/8/30 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=64a847c9032a46b0ba04368017689751"
"4417","小米熱銷 供應鏈進補","2019/7/18 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=f3b1efe80abd4e819e911cfdff744b92"
"4418","小米熱銷 鴻海英業達樂","2019/2/13 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=f30c67fc11254c9495299af14f1cdb58"
"4454","尬網飛 蘋果影音串流祭低價","2019/9/12 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=6b39c386e8814a8fbbd76a25a42a428e"
"4476","川普簽署 打假備忘錄","2019/4/5 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=ec70ef08cf3b4d80839d7a1767acc9d5"
"4478","川普要查谷歌 〝傾中叛美〞","2019/7/17 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=0ad3a2153f6542159531d7762f61e565"
"4498","工業互聯網 網攻直達生產線","2019/6/24 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=48735bbb485241cbbb8883c5a04993a3"
"4671","庫克會川普關稅現轉圜契機 蘋概股加溫","2019/8/19 下午12:20","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=9abf9ef7bb9a4cfbb82571035d5744f0"
"4689","廊坊（河北） 河北自貿試驗區成立 催動跨境電商發展","2019/9/2 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d273abd8f6714a158d4972df7efc222f"
"4787","復仇者聯盟夯 電商搶商機","2019/4/26 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=0cb34c8292dd4c989b59e89773b490fd"
"4792","微信禁賣藥物、非法保健品","2019/3/12 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=1965d0db559742f19e7d1a0cabd76a63"
"4843","德國拚5G建設 不會封殺華為","2019/2/21 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=97006a1938184dba9993afbc20958f2b"
"4945","成都（四川）央企工業互聯網平台啟動建構發展生態體系","2019/6/17 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=47fbef43992841adad86e34b784da6c2"
"4975","手機嗶進北捷 年底前上路","2019/4/5 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=0142b21fc5044491977c279c9bc9199a"
"4991","手機相助 防疫死角不漏看","2019/7/5 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=6b2b045d78a54515953f11ce546fa10a"
"5014","打持久戰 要有戰略準備","2019/7/1 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=91629bdeed2f484aad9624ca9792b3b8"
"5016","打造OTT原創內容 蘋果傳砸60億美元","2019/8/20 上午10:52","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=7d24b25954f142a3aa18dbcb90b14b05"
"5099","拼多多出包 一夜損失千萬元人民幣","2019/1/21 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=63ec55b3df9e40cdb6def7d190fee386"
"5106","指紋IC夯 世界Q2不淡","2019/4/13 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=7ebbba8d5fe34f6fb785d0b512e77746"
"5176","揚州新廠啟用 虹揚兩岸齊擴產","2019/5/13 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=27dca985e1a14026946d994f4a521a99"
"5244","撿到美國的槍…北韓、俄國駭慘全球","2019/5/27 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=c662dab7b585459cb4d8e4a28f7f5bf8"
"5249","擴大供應鏈 強打一條龍","2019/9/11 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=3e581689b54b43ab87455818fc9abae8"
"5364","數字中國建設峰會閉幕 簽約總投資額2520億元","2019/5/10 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=24b321667a0e4b59aeba5a713fec4f8c"
"5383","新iPad買氣看旺 仁寶鴻海受惠","2019/9/12 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=8dc127666a534e25b58278ba172a1b14"
"5609","昂寶毛利率恐跌破40%","2019/6/12 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=16b21267637344e48090e5bb289c484b"
"5659","春節微信紅包 陸8億人次收發","2019/2/12 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=8e0fe747b008499fa53b40df4c6ebf10"
"5661","春節銀聯網路交易額 首破兆元","2019/2/12 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=9d4367bc57854d2abf18977959b9c3cb"
"5698","景氣歹年冬郭台銘喊話 嚴峻市況要衝出新局","2019/2/2 下午7:33","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=9992631c94c24dfcac24d1cb53ae1d27"
"5960","智慧錶激戰 盡是蘋果天下","2019/8/5 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=a327d6e4476043ce9a54226de5da8d6b"
"5968","智慧電視上秀 一秒開機","2019/8/11 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=116fda5d0e4c49eca6e4b71aff877088"
"6065","李傑辭工業富聯董事 周泰裕為董事候選人","2019/9/3 下午8:21","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=566668b0ae7043f199a10f77484ecd47"
"6244","業餘駭客輕易入侵美國大銀行 震驚資安界","2019/7/31 下午10:27","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=e2c187ad41af4a55b6746199bb3e45b0"
"6286","樺漢搶蘋果訂單 告捷","2019/6/29 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=b2943e5ac4c746068310465bf11ab8db"
"6369","歐盟反托辣斯 擬調查蘋果","2019/5/7 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=6b03a24806354d50b33336f4b4e41016"
"6396","比特大陸傳申請赴美IPO","2019/6/25 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=dabba12b4247496e995dc2cfaa681e53"
"6446","沃爾瑪擬在陸投資368億","2019/7/3 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=1cf84fdc063a413092b5fb6713234a6e"
"6459","沈榮津擔心產地證明 藍委：MIC不會洗成MIT","2019/4/16 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=12&nsl_id=0b5976f9160545a38b211f43e0a6853c"
"6462","沒有安卓 華為5G路難行","2019/5/23 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=798e911628d74bf2a496e12a1db877d0"
"6510","浦江創新論壇 啟動滬人工智能試驗區","2019/5/27 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=a9ad97ecd051470585b8369a91f07fef"
"6536","消費電子大廠 續南向設廠","2019/6/30 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=54fa458ec3034ad48bd390c89c89a550"
